,name,year,selling_price,km_driven,owner,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual
2278,Hyundai Accent CRDi,2006.0,170000,245244.0,4,0,1,0,0,0,0,1,0,0,1
2279,Renault KWID 1.0 RXT Optional,2017.0,400000,60000.0,1,0,0,0,0,1,0,1,0,0,1
2280,Tata Tiago 1.2 Revotron XE,2016.0,300000,30000.0,1,0,0,0,0,1,0,1,0,0,1
2281,Maruti Alto 800 Base,2012.0,250000,8000.0,1,0,0,0,0,1,0,1,0,0,1
2282,Tata Tigor 1.2 Revotron XM,2019.0,500000,10000.0,1,0,1,0,0,0,0,1,0,0,1
2283,Hyundai Accent CRDi,2002.0,85000,100000.0,3,0,1,0,0,0,0,1,0,0,1
2284,Nissan Sunny Diesel XL,2012.0,300000,110000.0,1,0,1,0,0,0,0,1,0,0,1
2286,Mahindra XUV500 AT W8 FWD,2015.0,740000,45000.0,1,0,1,0,0,0,1,0,0,1,0
2287,Hyundai Santro Xing XG,2005.0,70000,68500.0,1,0,0,0,0,1,1,0,0,0,1
2288,Hyundai Santro Sportz AMT,2019.0,484999,5007.0,1,0,0,0,0,1,1,0,0,1,0
2289,Nissan Micra Active XV S,2013.0,164000,30000.0,1,0,0,0,0,1,0,1,0,0,1
2290,Honda City 1.5 V AT,2008.0,140000,70000.0,1,0,0,0,0,1,0,1,0,1,0
2291,Mercedes-Benz E-Class E250 CDI Elegance,2011.0,999000,49600.0,1,0,1,0,0,0,1,0,0,1,0
2292,Maruti Alto LXI,2005.0,56000,23000.0,2,0,0,0,0,1,0,1,0,0,1
2293,BMW 7 Series 730Ld,2006.0,1050000,60000.0,1,0,1,0,0,0,1,0,0,1,0
2294,Hyundai Verna 1.6 VTVT,2010.0,190000,38000.0,1,0,0,0,0,1,1,0,0,0,1
2295,Audi Q5 3.0 TDI Quattro Technology,2018.0,3899000,22000.0,1,0,1,0,0,0,1,0,0,1,0
2296,Hyundai i10 Sportz 1.2,2011.0,235000,43100.0,1,0,0,0,0,1,1,0,0,0,1
2297,Datsun GO Plus T,2017.0,350000,10171.0,1,0,0,0,0,1,1,0,0,0,1
2298,Renault Duster 110PS Diesel RxL,2015.0,465000,41123.0,1,0,1,0,0,0,1,0,0,0,1
2299,Toyota Camry Hybrid 2.5,2017.0,1900000,20118.0,1,0,0,0,0,1,1,0,0,1,0
2300,Honda City i DTec SV,2014.0,450000,40000.0,1,0,1,0,0,0,1,0,0,0,1
2301,Volkswagen Jetta 2.0L TDI Highline,2015.0,790000,52517.0,1,0,1,0,0,0,1,0,0,0,1
2302,Mahindra Marazzo M2 8Str,2019.0,900000,20000.0,1,0,1,0,0,0,0,1,0,0,1
2303,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,450000,99117.0,1,0,1,0,0,0,1,0,0,0,1
2304,Chevrolet Spark 1.0 LS,2009.0,135000,90000.0,1,0,0,0,0,1,0,1,0,0,1
2305,Maruti Celerio ZXI MT BSIV,2019.0,425000,3700.0,1,0,0,0,0,1,0,1,0,0,1
2306,Tata Indica Vista Terra 1.4 TDI,2010.0,100000,80000.0,1,0,1,0,0,0,0,1,0,0,1
2307,Ford EcoSport 1.5 TDCi Titanium BSIV,2015.0,650000,100000.0,2,0,1,0,0,0,0,1,0,0,1
2308,Tata Indica Vista Aqua 1.4 TDI,2011.0,90000,54000.0,1,0,1,0,0,0,0,1,0,0,1
2309,Hyundai EON Era Plus,2017.0,250000,19000.0,1,0,0,0,0,1,0,1,0,0,1
2310,Maruti Swift Dzire VDI,2014.0,300000,120000.0,1,0,1,0,0,0,0,1,0,0,1
2311,Maruti Wagon R VXI BS IV,2014.0,275000,30000.0,1,0,0,0,0,1,0,1,0,0,1
2312,Honda BRV i-VTEC V MT,2017.0,600000,43500.0,1,0,0,0,0,1,0,1,0,0,1
2313,Renault KWID RXT,2016.0,270000,60000.0,2,0,0,0,0,1,0,1,0,0,1
2314,Renault KWID RXT Optional,2016.0,240000,70000.0,2,0,0,0,0,1,0,1,0,0,1
2330,Hyundai Grand i10 Asta Option,2017.0,540000,20000.0,2,0,0,0,0,1,0,1,0,0,1
2338,Maruti Alto 800 LXI,2013.0,92800,60000.0,2,0,0,0,0,1,0,1,0,0,1
2340,Maruti Alto 800 LXI,2013.0,92800,25000.0,1,0,1,0,0,0,0,1,0,0,1
2341,Renault KWID 1.0 RXT Optional,2014.0,350000,20000.0,1,0,0,0,0,1,0,1,0,0,1
2342,Maruti Omni 5 Str STD,1998.0,65000,60000.0,3,0,0,0,0,1,1,0,0,0,1
2343,Maruti Swift Dzire VDI,2015.0,650000,58000.0,1,0,1,0,0,0,0,1,0,0,1
2344,Maruti Wagon R LX BS IV,2014.0,350000,40000.0,1,0,0,0,0,1,1,0,0,0,1
2345,Maruti Wagon R LXI,2005.0,75000,70000.0,2,0,0,0,0,1,0,1,0,0,1
2346,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012.0,440000,70000.0,1,0,1,0,0,0,1,0,0,0,1
2347,Hyundai Santro Xing GLS,2013.0,270000,60000.0,1,0,0,0,0,1,0,1,0,0,1
2348,Toyota Innova 2.5 V Diesel 7-seater,2014.0,1150000,135000.0,1,0,1,0,0,0,1,0,0,0,1
2349,Maruti Omni 8 Seater BSII,2015.0,238000,70000.0,1,0,0,0,0,1,1,0,0,0,1
2350,Mercedes-Benz B Class B180 Sports,2013.0,1100000,40000.0,2,0,0,0,0,1,0,1,0,1,0
2351,Mahindra XUV500 W10 2WD,2015.0,1200000,75000.0,2,0,1,0,0,0,1,0,0,0,1
2352,Skoda Fabia 1.2L Diesel Ambiente,2010.0,260000,150000.0,1,0,1,0,0,0,0,1,0,0,1
2353,Toyota Etios VD,2012.0,350000,140000.0,3,0,1,0,0,0,0,1,0,0,1
2354,Toyota Etios Liva VD,2015.0,480000,70000.0,1,0,1,0,0,0,0,1,0,0,1
2355,Toyota Etios Liva GD,2012.0,345000,137250.0,2,0,1,0,0,0,0,1,0,0,1
2356,Mahindra Scorpio M2DI,2013.0,500000,110000.0,2,0,1,0,0,0,0,1,0,0,1
2357,Hyundai Grand i10 Asta Option,2017.0,595000,27000.0,1,0,0,0,0,1,1,0,0,0,1
2358,Hyundai Verna CRDi 1.6 SX Option,2019.0,1295000,9000.0,1,0,1,0,0,0,1,0,0,0,1
2359,Volkswagen Vento 1.5 TDI Highline BSIV,2019.0,1350000,5400.0,0,0,1,0,0,0,1,0,0,0,1
2360,Renault KWID Climber 1.0 MT Opt BSIV,2020.0,541000,1000.0,0,0,0,0,0,1,1,0,0,0,1
2361,Hyundai Santro Asta,2018.0,515000,16000.0,1,0,0,0,0,1,1,0,0,0,1
2362,Ford Figo Aspire Titanium Plus Diesel,2019.0,894999,13000.0,0,0,1,0,0,0,1,0,0,0,1
2363,Renault Pulse RxZ Optional,2012.0,325000,47000.0,1,0,1,0,0,0,1,0,0,0,1
2364,Maruti Ciaz 1.4 Alpha,2018.0,925000,22000.0,1,0,0,0,0,1,0,1,0,0,1
2365,Nissan Terrano XL P,2017.0,844999,30000.0,1,0,1,0,0,0,0,1,0,0,1
2366,Maruti Ciaz 1.4 Alpha,2018.0,925000,20000.0,1,0,0,0,0,1,0,1,0,0,1
2367,Tata Manza Club Class Quadrajet90 LX,2013.0,300000,60000.0,1,0,1,0,0,0,0,1,0,0,1
2368,Toyota Camry M/t,2008.0,650000,75000.0,2,0,0,0,0,1,0,1,0,0,1
2369,Maruti Alto K10 LXI,2010.0,175000,64000.0,1,0,0,0,0,1,1,0,0,0,1
2370,Maruti SX4 S Cross DDiS 320 Delta,2015.0,325000,60000.0,1,0,1,0,0,0,0,1,0,0,1
2371,Renault Duster 85PS Diesel RxZ,2017.0,600000,90000.0,1,0,1,0,0,0,0,1,0,0,1
2372,Maruti Swift ZXI Plus,2018.0,700000,30000.0,1,0,0,0,0,1,0,1,0,0,1
2373,Toyota Corolla H3,2003.0,95000,120000.0,2,0,0,0,0,1,0,1,0,1,0
2374,Maruti Celerio ZXI,2019.0,490000,20000.0,1,0,0,0,0,1,1,0,0,0,1
2375,Tata Safari DICOR 2.2 EX 4x2,2013.0,380000,100000.0,1,0,1,0,0,0,0,1,0,0,1
2376,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018.0,550000,31000.0,1,0,0,0,0,1,1,0,0,0,1
2377,Maruti Alto 800 LXI,2013.0,225000,47000.0,1,0,0,0,0,1,1,0,0,0,1
2378,Tata Nexon 1.2 Revotron XM,2018.0,570000,11200.0,1,0,0,0,0,1,0,1,0,0,1
2379,Maruti Alto 800 LXI,2018.0,305000,35000.0,1,0,0,0,0,1,1,0,0,0,1
2380,Maruti Wagon R Duo Lxi,2010.0,240000,60000.0,1,0,0,0,1,0,1,0,0,0,1
2381,Maruti Ertiga SHVS VDI,2015.0,700000,55000.0,1,0,1,0,0,0,1,0,0,0,1
2382,Maruti Omni E MPI STD BS IV,2018.0,288000,20000.0,1,0,0,0,0,1,1,0,0,0,1
2383,Mahindra Bolero B4,2017.0,800000,75000.0,1,0,1,0,0,0,1,0,0,0,1
2384,Maruti Celerio VXI,2017.0,430000,93000.0,1,0,0,0,0,1,1,0,0,0,1
2385,Chevrolet Beat Diesel LT Option,2009.0,195000,57000.0,2,0,1,0,0,0,1,0,0,0,1
2386,Maruti Eeco Smiles 5 Seater AC,2014.0,325000,30000.0,1,0,0,0,0,1,1,0,0,0,1
2387,Renault Duster 85PS Diesel RxE,2013.0,450000,60000.0,1,0,1,0,0,0,1,0,0,0,1
2388,Maruti Swift Dzire VDI,2016.0,630000,65000.0,1,0,1,0,0,0,1,0,0,0,1
2389,Maruti Swift 1.3 VXi,2009.0,250000,62000.0,2,0,1,0,0,0,1,0,0,0,1
2390,Hyundai Santro GLS I - Euro II,2007.0,135000,85000.0,1,0,0,0,0,1,1,0,0,0,1
2391,Chevrolet Spark 1.0 PS,2010.0,110000,73000.0,1,0,0,0,0,1,0,1,0,0,1
2392,Maruti Swift ZDi,2012.0,350000,55000.0,1,0,1,0,0,0,1,0,0,0,1
2393,Maruti Omni E MPI STD BS IV,2014.0,240000,5800.0,2,0,0,0,0,1,0,1,0,0,1
2394,Toyota Innova 2.5 V Diesel 8-seater,2009.0,350000,350000.0,1,0,1,0,0,0,0,1,0,0,1
2395,Maruti Swift ZXI Plus,2014.0,600000,30000.0,1,0,0,0,0,1,0,1,0,0,1
2396,Maruti Swift Dzire VDI,2018.0,750000,20000.0,1,0,1,0,0,0,0,1,0,0,1
2397,Hyundai EON Era Plus,2018.0,270000,20000.0,1,0,0,0,0,1,0,1,0,0,1
2398,Maruti Alto LXi,2007.0,90000,100000.0,2,0,0,0,0,1,0,1,0,0,1
2399,Maruti Wagon R Stingray VXI,2013.0,350000,65000.0,1,0,0,0,0,1,0,1,0,0,1
2400,Ford Figo Diesel Celebration Edition,2013.0,285000,90000.0,2,0,1,0,0,0,0,1,0,0,1
2401,Toyota Innova 2.5 E Diesel MS 7-seater,2011.0,665000,267000.0,2,0,1,0,0,0,0,1,0,0,1
2402,Mahindra Scorpio 2.6 CRDe,2005.0,175000,250000.0,2,0,1,0,0,0,0,1,0,0,1
2403,Mahindra Xylo D2,2011.0,350000,140000.0,2,0,1,0,0,0,0,1,0,0,1
2404,Honda City i-VTEC CVT ZX,2018.0,1225000,22000.0,1,0,0,0,0,1,1,0,0,1,0
2405,Honda Jazz Select Edition Active,2010.0,285000,60000.0,2,0,0,0,0,1,1,0,0,0,1
2406,Honda City i-VTEC VX,2018.0,1000000,28635.0,1,0,0,0,0,1,1,0,0,0,1
2407,Honda Amaze VX Diesel BSIV,2018.0,780000,32114.0,1,0,1,0,0,0,1,0,0,0,1
2408,Maruti Celerio VXI,2014.0,300000,82000.0,2,0,0,0,0,1,1,0,0,0,1
2409,Maruti Swift VXI BSIII,2006.0,160000,95149.0,2,0,0,0,0,1,1,0,0,0,1
2410,Honda Amaze VX i-VTEC,2018.0,625000,68458.0,1,0,0,0,0,1,1,0,0,0,1
2411,Maruti Ritz VXi,2010.0,265000,42000.0,1,0,0,0,0,1,0,1,0,0,1
2412,Honda City i DTEC V,2014.0,515000,90000.0,2,0,1,0,0,0,0,1,0,0,1
2419,Toyota Etios Liva GD,2012.0,409999,56000.0,1,0,1,0,0,0,0,1,0,0,1
2420,Hyundai EON 1.0 Era Plus,2018.0,100000,21302.0,1,0,1,0,0,0,0,1,0,0,1
2421,Hyundai i20 Active 1.4 SX,2016.0,650000,100000.0,1,0,1,0,0,0,0,1,0,0,1
2422,Mahindra TUV 300 T8,2017.0,650000,80000.0,1,0,1,0,0,0,0,1,0,0,1
2423,Hyundai Getz 1.3 GLS,2010.0,150000,105546.0,1,0,0,0,0,1,0,1,0,0,1
2424,Toyota Etios Liva 1.2 V,2018.0,500000,10000.0,1,0,0,0,0,1,0,1,0,0,1
2425,Toyota Innova 2.5 GX 7 STR BSIV,2012.0,1000000,80000.0,2,0,1,0,0,0,0,1,0,0,1
2426,Hyundai i20 Magna Optional 1.2,2013.0,340000,35000.0,1,0,0,0,0,1,0,1,0,0,1
2428,Toyota Innova 2.5 G (Diesel) 8 Seater,2013.0,1010000,120000.0,1,0,1,0,0,0,0,1,0,0,1
2429,Toyota Etios GD,2011.0,350000,120000.0,3,0,1,0,0,0,0,1,0,0,1
2430,Maruti Swift VDI BSIV,2016.0,595000,70000.0,1,0,1,0,0,0,0,1,0,0,1
2431,Mahindra Scorpio VLX 2WD BSIV,2014.0,700000,60000.0,3,0,1,0,0,0,0,1,0,0,1
2432,Renault KWID RXL,2019.0,265000,40000.0,1,0,0,0,0,1,0,1,0,0,1
2433,Maruti Alto K10 VXI,2015.0,320000,60000.0,2,0,0,0,0,1,0,1,0,0,1
2434,Honda City 1.5 S MT,2011.0,310000,110000.0,1,0,0,0,0,1,0,1,0,0,1
2435,Honda City i DTEC VX,2014.0,700000,130000.0,1,0,1,0,0,0,0,1,0,0,1
2436,Maruti Alto LXi BSIII,2009.0,130000,80000.0,2,0,0,0,0,1,0,1,0,0,1
2437,Maruti Swift Dzire VDi,2009.0,150000,120000.0,2,0,1,0,0,0,0,1,0,0,1
2438,Honda Amaze E i-Dtech,2015.0,300000,104000.0,2,0,1,0,0,0,0,1,0,0,1
2439,Maruti Swift Dzire LXi,2011.0,150000,100000.0,2,0,0,0,0,1,0,1,0,0,1
2440,Honda City 1.3 EXI,2003.0,120000,132343.0,2,0,0,0,0,1,0,1,0,0,1
2441,Hyundai Creta 1.4 CRDi S Plus,2016.0,950000,90000.0,2,0,1,0,0,0,0,1,0,0,1
2442,Maruti Wagon R VXI BS IV,2007.0,100000,60000.0,2,0,0,0,0,1,0,1,0,0,1
2443,Honda Jazz 1.5 SV i DTEC,2015.0,450000,76000.0,1,0,1,0,0,0,0,1,0,0,1
2444,Maruti 800 EX,2004.0,30000,60000.0,3,0,0,0,0,1,0,1,0,0,1
2445,Mahindra Renault Logan 1.6 Petrol GLSX,2009.0,200000,30000.0,2,0,0,0,0,1,0,1,0,0,1
2446,Tata Indigo LS,2010.0,250000,96000.0,2,0,1,0,0,0,0,1,0,0,1
2460,Maruti Alto VXi,2015.0,280000,26134.0,1,0,0,0,0,1,1,0,0,0,1
2464,Maruti Ritz VDi,2011.0,260000,52895.0,1,0,1,0,0,0,1,0,0,0,1
2465,Hyundai Verna SX Diesel,2013.0,550000,42324.0,2,0,1,0,0,0,1,0,0,0,1
2466,Mahindra XUV500 W10 1.99 mHawk,2016.0,1044999,65000.0,1,0,1,0,0,0,1,0,0,0,1
2467,Mahindra Scorpio EX,2012.0,550000,60236.0,1,0,1,0,0,0,1,0,0,0,1
2468,Maruti Wagon R VXI BS IV,2014.0,210000,60000.0,2,0,0,0,0,1,0,1,0,0,1
2469,Maruti Wagon R VXI BS IV,2014.0,210000,70000.0,3,0,0,0,0,1,0,1,0,0,1
2470,Mahindra Xylo E8,2009.0,290000,100000.0,2,0,1,0,0,0,0,1,0,0,1
2471,Fiat 500 Lounge,2008.0,250999,110000.0,1,0,1,0,0,0,0,1,0,0,1
2472,Renault Triber RXT BSIV,2019.0,600000,10300.0,1,0,0,0,0,1,0,1,0,0,1
2473,Fiat Grande Punto EVO 1.3 Active,2014.0,270000,60000.0,2,0,1,0,0,0,0,1,0,0,1
2474,Tata New Safari 4X4 EX,2012.0,550000,142000.0,1,0,1,0,0,0,0,1,0,0,1
2475,Mahindra TUV 300 mHAWK100 T8,2017.0,800000,25000.0,1,0,1,0,0,0,0,1,0,0,1
2476,Tata Altroz XE,2020.0,500000,60000.0,1,0,0,0,0,1,0,1,0,0,1
2478,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016.0,396000,28643.0,1,0,0,0,0,1,1,0,0,0,1
2479,Honda City i DTEC VX,2014.0,600000,50000.0,1,0,1,0,0,0,0,1,0,0,1
2480,Maruti Wagon R ZXI 1.2,2019.0,575000,30000.0,1,0,0,0,0,1,1,0,0,0,1
2481,Hyundai Santro Sportz BSIV,2020.0,520000,5000.0,1,0,0,0,0,1,0,1,0,0,1
2482,Mahindra XUV500 AT W10 FWD,2018.0,1400000,30000.0,1,0,1,0,0,0,0,1,0,1,0
2483,Maruti Baleno Delta Automatic,2018.0,600000,7600.0,1,0,0,0,0,1,0,1,0,1,0
2484,Chevrolet Beat Diesel LS,2013.0,195000,47253.0,1,0,1,0,0,0,1,0,0,0,1
2485,Maruti Alto K10 VXI AGS,2015.0,281000,4432.0,2,0,0,0,0,1,1,0,0,1,0
2486,Tata Indica GLS BS IV,2010.0,75000,110000.0,2,0,0,0,0,1,0,1,0,0,1
2487,Hyundai Grand i10 Sportz,2014.0,400000,25000.0,1,0,0,0,0,1,0,1,0,0,1
2488,Tata Indica Vista Terra 1.4 TDI,2009.0,93000,70000.0,2,0,1,0,0,0,0,1,0,0,1
2489,Hyundai i20 Active S Petrol,2016.0,560000,68523.0,1,0,1,0,0,0,1,0,0,0,1
2490,Hyundai EON 1.0 Era Plus,2019.0,400000,5000.0,1,0,0,0,0,1,0,1,0,0,1
2491,Tata Tigor 1.2 Revotron XT,2018.0,459999,40000.0,1,0,0,0,0,1,0,1,0,0,1
2492,Hyundai Xcent 1.2 CRDi E,2017.0,450000,43000.0,1,0,1,0,0,0,0,1,0,0,1
2493,Maruti Alto Green LXi (CNG),2010.0,88000,60000.0,2,1,0,0,0,0,1,0,0,0,1
2494,Hyundai i20 1.2 Era,2010.0,250000,34500.0,2,0,0,0,0,1,0,1,0,0,1
2495,Ford Ikon 1.4 ZXi,2000.0,22000,42743.0,3,0,0,0,0,1,1,0,0,0,1
2496,Chevrolet Beat Diesel LS,2013.0,130000,93900.0,2,0,1,0,0,0,0,1,0,0,1
2497,Maruti Zen VXi - BS III,2004.0,79000,80000.0,1,0,0,0,0,1,0,1,0,0,1
2498,Chevrolet Beat Diesel LS,2012.0,120000,110000.0,1,0,1,0,0,0,0,1,0,0,1
2499,BMW 7 Series 730Ld,2011.0,1700000,100000.0,2,0,1,0,0,0,0,1,0,1,0
2500,Chevrolet Optra Magnum 2.0 LT,2012.0,300000,25000.0,1,0,1,0,0,0,0,1,0,0,1
2502,Maruti A-Star Lxi,2009.0,145000,25000.0,1,0,0,0,0,1,0,1,0,0,1
2503,Ford Endeavour 3.2 Titanium AT 4X4,2019.0,3200000,20000.0,1,0,1,0,0,0,0,1,0,1,0
2504,Chevrolet Spark 1.0 LT,2013.0,240000,10000.0,1,0,0,0,0,1,0,1,0,0,1
2505,Honda WR-V i-DTEC VX,2018.0,700000,60000.0,1,0,1,0,0,0,0,1,0,0,1
2506,Hyundai Accent GLX,2010.0,145000,110000.0,2,0,0,0,0,1,0,1,0,0,1
2507,Maruti Ertiga VDI Limited Edition,2014.0,535000,80000.0,2,0,1,0,0,0,0,1,0,0,1
2508,Mahindra KUV 100 mFALCON G80 K2 Plus,2016.0,420000,21000.0,1,0,0,0,0,1,0,1,0,0,1
2509,Maruti Alto K10 VXI,2016.0,350000,20000.0,1,0,0,0,0,1,0,1,0,0,1
2510,Maruti Swift VDI BSIV,2015.0,550000,32000.0,1,0,1,0,0,0,0,1,0,0,1
2511,Mitsubishi Montero 3.2 MT,2007.0,750000,180000.0,1,0,1,0,0,0,0,1,0,0,1
2512,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012.0,198000,70000.0,2,0,1,0,0,0,0,1,0,0,1
2513,Hyundai i20 Magna Optional 1.4 CRDi,2013.0,420000,50000.0,1,0,1,0,0,0,0,1,0,0,1
2515,Ford Endeavour 4x2 XLT,2004.0,195000,120000.0,1,0,1,0,0,0,0,1,0,0,1
2516,Hyundai EON Sportz,2012.0,150000,55766.0,2,0,0,0,0,1,0,1,0,0,1
2517,Nissan Micra XL,2011.0,275000,40000.0,2,0,0,0,0,1,0,1,0,0,1
2518,Maruti 800 Std,2001.0,65000,60000.0,3,0,0,0,0,1,0,1,0,0,1
2519,Maruti Swift LXi BSIV,2008.0,200000,50000.0,1,0,0,0,0,1,0,1,0,0,1
2520,Maruti Swift Dzire VDi,2010.0,250000,110000.0,2,0,1,0,0,0,0,1,0,0,1
2528,Tata Indigo TDI,2013.0,182000,100000.0,1,0,1,0,0,0,0,1,0,0,1
2533,Hyundai EON Era Plus,2016.0,320000,24662.0,1,0,0,0,0,1,0,1,0,0,1
2535,Nissan Evalia XV,2014.0,650000,28245.0,1,0,1,0,0,0,0,1,0,0,1
2541,Maruti Zen VX,2001.0,85000,86000.0,2,0,0,0,0,1,0,1,0,0,1
2542,Maruti Swift VDI,2013.0,400000,50000.0,1,0,1,0,0,0,0,1,0,0,1
2543,Maruti Baleno Delta 1.3,2017.0,650000,20000.0,1,0,1,0,0,0,0,1,0,0,1
2544,Hyundai i10 Magna 1.2,2010.0,400000,50000.0,1,0,0,0,0,1,0,1,0,0,1
2545,Tata Manza Aura (ABS) Quadrajet BS IV,2012.0,295000,80000.0,2,0,1,0,0,0,0,1,0,0,1
2546,Maruti Omni LPG STD BSIV,2006.0,60000,135000.0,4,0,0,0,1,0,0,1,0,0,1
2547,Maruti Zen D PS,2003.0,110000,60000.0,3,0,1,0,0,0,0,1,0,0,1
2548,Fiat Linea 1.3 Multijet Emotion,2015.0,550000,113600.0,1,0,1,0,0,0,0,1,0,0,1
2549,Hyundai Santro Xing GLS,2008.0,190000,70000.0,3,0,0,0,0,1,0,1,0,0,1
2550,Ford Aspire Titanium Plus Diesel BSIV,2018.0,861999,20000.0,1,0,1,0,0,0,1,0,0,0,1
2551,Ford Aspire Titanium Plus BSIV,2018.0,782000,14000.0,1,0,0,0,0,1,1,0,0,0,1
2552,Ford Freestyle Titanium Plus Diesel BSIV,2018.0,836000,26000.0,1,0,1,0,0,0,1,0,0,0,1
2553,Honda City i VTEC V,2016.0,696000,138925.0,1,0,0,0,0,1,1,0,0,0,1
2554,Honda Jazz 1.5 VX i DTEC,2014.0,596000,121764.0,1,0,1,0,0,0,1,0,0,0,1
2555,Honda Jazz 1.2 VX i VTEC,2016.0,612000,105429.0,1,0,0,0,0,1,1,0,0,0,1
2556,Maruti Alto 800 LXI,2015.0,114999,35000.0,1,0,0,0,0,1,0,1,0,0,1
2557,Tata Bolt Quadrajet XE,2017.0,340000,60000.0,1,0,1,0,0,0,0,1,0,0,1
2558,Maruti Swift ZXI Plus,2020.0,550000,5000.0,1,0,0,0,0,1,0,1,0,0,1
2559,Chevrolet Aveo U-VA 1.2 LT,2008.0,114999,70000.0,3,0,0,0,0,1,0,1,0,0,1
2560,Maruti Wagon R VXI,2000.0,105000,80000.0,1,0,0,0,0,1,0,1,0,0,1
2561,Maruti Vitara Brezza ZDi,2019.0,890000,20000.0,1,0,1,0,0,0,0,1,0,0,1
2562,Tata Nexon 1.2 Revotron XZ Plus,2019.0,715000,8000.0,1,0,0,0,0,1,0,1,0,0,1
2563,Hyundai i20 Asta (o),2014.0,525000,54000.0,1,0,0,0,0,1,1,0,0,0,1
2564,Volkswagen Jetta 2.0L TDI Highline AT,2012.0,735000,55300.0,1,0,1,0,0,0,0,1,0,1,0
2569,Hyundai i20 Asta 1.2,2014.0,475000,23122.0,2,0,0,0,0,1,1,0,0,0,1
2571,Mahindra Bolero 2011-2019 SLE,2013.0,325000,62200.0,1,0,1,0,0,0,1,0,0,0,1
2574,Audi A8 4.2 TDI,2013.0,2800000,49000.0,1,0,1,0,0,0,1,0,0,1,0
2576,Chevrolet Cruze LT,2012.0,349000,44500.0,2,0,1,0,0,0,1,0,0,0,1
2581,Volkswagen Polo GTI,2017.0,825000,13599.0,1,0,0,0,0,1,1,0,0,1,0
2584,Mahindra Scorpio SLE BSIV,2014.0,550000,100000.0,2,0,1,0,0,0,0,1,0,0,1
2585,Maruti Swift 1.3 VXI ABS,2006.0,95000,110000.0,3,0,0,0,0,1,0,1,0,0,1
2586,Toyota Innova 2.5 G (Diesel) 7 Seater,2014.0,725000,90000.0,2,0,1,0,0,0,0,1,0,0,1
2587,Tata Tigor 1.2 Revotron XZ Option,2019.0,670000,17000.0,1,0,0,0,0,1,0,1,0,0,1
2588,Maruti Alto LX,2008.0,65000,140000.0,1,0,0,0,0,1,0,1,0,0,1
2589,Mahindra Xylo D4,2015.0,500000,50000.0,2,0,1,0,0,0,0,1,0,0,1
2590,Mahindra KUV 100 mFALCON G80 K8 5str,2017.0,600000,53000.0,1,0,0,0,0,1,0,1,0,0,1
2591,Maruti Wagon R VXI Optional,2017.0,350000,70000.0,2,0,0,0,0,1,0,1,0,0,1
2592,Chevrolet Beat Diesel LT,2012.0,200000,70000.0,2,0,1,0,0,0,0,1,0,0,1
2593,Hyundai Getz 1.5 CRDi GVS,2008.0,110000,154000.0,3,0,1,0,0,0,0,1,0,0,1
2594,Hyundai EON Sportz,2012.0,150000,80000.0,1,0,0,0,0,1,0,1,0,0,1
2595,Maruti Zen D PS,2003.0,75000,110000.0,2,0,1,0,0,0,0,1,0,0,1
2596,Honda Amaze EX i-Dtech,2013.0,350000,90000.0,2,0,1,0,0,0,0,1,0,0,1
2597,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018.0,1700000,15000.0,1,0,1,0,0,0,0,1,0,0,1
2598,BMW X1 sDrive20d,2011.0,890000,86000.0,2,0,1,0,0,0,0,1,0,1,0
2599,Mahindra Scorpio M2DI,2014.0,500000,120000.0,1,0,1,0,0,0,0,1,0,0,1
2600,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019.0,600000,5200.0,1,0,0,0,0,1,0,1,0,0,1
2601,Chevrolet Beat LS,2010.0,99000,60000.0,2,0,0,0,0,1,0,1,0,0,1
2602,Hyundai i10 Era 1.1 iTech SE,2011.0,235000,46000.0,1,0,0,0,0,1,0,1,0,0,1
2603,Tata Indigo GLX,2006.0,75000,40000.0,2,0,0,0,0,1,0,1,0,0,1
2604,Honda City i DTEC VX,2014.0,600000,90000.0,2,0,1,0,0,0,0,1,0,0,1
2605,Hyundai Verna CRDi 1.6 SX,2019.0,1000000,60000.0,2,0,1,0,0,0,0,1,0,0,1
2606,Hyundai Verna 1.6 SX,2012.0,390000,90000.0,1,0,1,0,0,0,0,1,0,0,1
2607,Volkswagen Polo 1.5 TDI Highline,2015.0,600000,70000.0,1,0,1,0,0,0,0,1,0,0,1
2608,Hyundai i20 1.2 Spotz,2017.0,600000,70000.0,2,0,0,0,0,1,0,1,0,0,1
2609,Hyundai Elite i20 Magna Plus Diesel,2019.0,730000,35000.0,2,0,1,0,0,0,0,1,0,0,1
2610,Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,450000,12700.0,1,0,0,0,0,1,0,1,0,1,0
2611,Maruti Ritz LDi,2011.0,250000,80000.0,1,0,1,0,0,0,0,1,0,0,1
